,Fuel,Driven_kilometers,Num_of_owners,Transmission,Location,Name,Year,Company,Price1
387,Petrol,"30,418 km",2nd Owner,MANUAL,DL-9C,Hyundai Elite i20,2017,Hyundai,"6,58,899"
388,Petrol,"4,147 km",1st Owner,MANUAL,UP-16,Ford Ecosport 1.5,2019,Ford,"8,40,799"
389,Petrol,"23,580 km",3rd Owner,MANUAL,UP-16,Maruti Baleno DELTA,2018,Maruti,"6,16,599"
390,Petrol,"19,458 km",1st Owner,MANUAL,HR-26,Maruti IGNIS ZETA,2019,Maruti,"5,51,099"
391,Petrol,"70,672 km",2nd Owner,MANUAL,DL-8C,Hyundai i10 ERA,2012,Hyundai,"2,79,899"
392,Petrol,"18,999 km",1st Owner,AUTOMATIC,DL-6C,Maruti Baleno DELTA,2019,Maruti,"6,52,599"
393,Diesel,"52,444 km",1st Owner,MANUAL,DL-3C,Maruti Swift Dzire,2015,Maruti,"4,02,000"
394,Petrol,"31,430 km",2nd Owner,MANUAL,DL-4C,Hyundai Grand i10,2016,Hyundai,"4,60,000"
395,Petrol,"82,135 km",3rd Owner,MANUAL,CH-01,Honda Jazz 1.2,2015,Honda,"3,99,299"
396,Petrol,"35,236 km",1st Owner,MANUAL,DL-9C,Maruti Baleno ZETA,2017,Maruti,"5,66,899"
397,Petrol,"52,175 km",1st Owner,MANUAL,DL-12,Hyundai Grand i10,2017,Hyundai,"4,23,999"
398,Petrol,"30,937 km",1st Owner,MANUAL,DL-10,Ford Ecosport 1.5,2016,Ford,"7,03,699"
399,Petrol,"30,161 km",2nd Owner,MANUAL,DL-9C,Hyundai Grand i10,2017,Hyundai,"4,19,000"
400,Diesel,"68,356 km",1st Owner,MANUAL,DL-8C,Ford Fiesta TITANIUM,2012,Ford,"3,07,099"
401,Petrol,"29,101 km",2nd Owner,MANUAL,DL-8C,Hyundai i10 MAGNA,2011,Hyundai,"2,71,699"
402,Petrol,"33,585 km",1st Owner,MANUAL,DL-1C,Maruti Celerio ZXI,2018,Maruti,"4,71,899"
403,Petrol,"22,796 km",2nd Owner,MANUAL,HR-51,Maruti Eeco 7,2019,Maruti,"4,24,699"
404,Petrol,"35,250 km",2nd Owner,MANUAL,DL-12,Maruti Baleno ZETA,2017,Maruti,"5,37,599"
405,Petrol,"39,930 km",1st Owner,MANUAL,DL-8C,Volkswagen Ameo TRENDLINE,2017,Volkswagen,"4,26,299"
406,Petrol,"50,024 km",2nd Owner,AUTOMATIC,DL-14,Maruti Alto 800,2015,Maruti,"2,35,599"
407,Diesel,"67,892 km",1st Owner,MANUAL,DL-8C,Maruti Swift VDI,2012,Maruti,"3,39,299"
408,Petrol,"54,355 km",2nd Owner,MANUAL,DL-1C,Maruti Ciaz ZXI,2015,Maruti,"6,04,499"
409,Diesel,"26,118 km",1st Owner,MANUAL,DL-3C,Maruti Vitara Brezza,2017,Maruti,"6,80,000"
410,Petrol,"29,623 km",1st Owner,MANUAL,DL-5C,Renault Kwid RXL,2018,Renault,"3,02,199"
411,Diesel,"29,886 km",1st Owner,MANUAL,DL-7C,Maruti Baleno ALPHA,2017,Maruti,"5,83,399"
412,Petrol,"41,914 km",1st Owner,MANUAL,DL-1C,Maruti Celerio ZXI,2017,Maruti,"4,30,199"
413,Diesel,"35,172 km",1st Owner,MANUAL,HR-32,Maruti Swift VDI,2017,Maruti,"5,52,699"
414,Petrol,"62,339 km",1st Owner,MANUAL,DL-3C,Maruti Wagon R,2010,Maruti,"1,95,000"
415,Petrol,"39,532 km",1st Owner,MANUAL,HR-29,Renault Kwid 1.0,2017,Renault,"3,05,699"
416,Petrol,"29,715 km",2nd Owner,MANUAL,DL-8C,Maruti Wagon R,2013,Maruti,"2,81,000"
417,Petrol,"5,087 km",1st Owner,MANUAL,DL-1C,Hyundai Grand i10,2017,Hyundai,"4,80,000"
418,Petrol,"20,040 km",1st Owner,MANUAL,DL-8C,Renault Kwid CLIMBER,2017,Renault,"4,00,000"
419,Petrol,"72,375 km",,,HR-51,Chevrolet Spark LT,2011,Chevrolet,"1,20,000"
420,Diesel,"33,572 km",1st Owner,MANUAL,UP-14,Maruti Vitara Brezza,2016,Maruti,"6,99,999"
421,Diesel,"58,508 km",1st Owner,AUTOMATIC,DL-8C,Maruti Swift VDI,2014,Maruti,"3,72,899"
422,Diesel,"93,938 km",1st Owner,MANUAL,DL-12,Toyota Etios GD,2013,Toyota,"2,59,399"
423,Petrol,"49,004 km",1st Owner,MANUAL,DL-5C,Maruti Baleno DELTA,2016,Maruti,"5,12,299"
424,Petrol,"13,631 km",1st Owner,MANUAL,DL-9C,Toyota YARIS J,2020,Toyota,"9,69,799"
425,Petrol,"45,259 km",1st Owner,MANUAL,DL-8C,Hyundai Grand i10,2016,Hyundai,"4,68,000"
426,Petrol,"55,769 km",1st Owner,MANUAL,HR-51,Maruti Celerio VXI,2014,Maruti,"3,60,299"
427,Petrol,"28,989 km",1st Owner,MANUAL,DL-1C,Renault Duster RXE,2013,Renault,"5,25,000"
428,Diesel,"69,584 km",1st Owner,AUTOMATIC,DL-3C,Volkswagen Polo COMFORTLINE,2012,Volkswagen,"3,05,199"
429,Petrol,"70,239 km",1st Owner,MANUAL,DL-3C,Maruti Alto LXI,2010,Maruti,"1,49,399"
430,Diesel,"62,332 km",2nd Owner,MANUAL,UP-14,Honda City S,2014,Honda,"4,50,000"
431,Petrol,"80,042 km",1st Owner,AUTOMATIC,DL-9C,Maruti Swift Dzire,2010,Maruti,"2,39,499"
432,Petrol,"46,137 km",1st Owner,MANUAL,UP-16,Maruti Baleno SIGMA,2015,Maruti,"4,65,000"
433,Diesel,"48,180 km",1st Owner,MANUAL,DL-7C,Hyundai Elite i20,2014,Hyundai,"4,88,799"
434,Petrol,"3,211 km",3rd Owner,MANUAL,DL-12,Hyundai VENUE 1.0,2019,Hyundai,"11,24,499"
435,Petrol,"61,909 km",1st Owner,MANUAL,DL-7C,Maruti Swift LXI,2008,Maruti,"1,93,199"
436,Petrol,"56,968 km",1st Owner,MANUAL,DL-10,Ford Ecosport 1.5,2014,Ford,"5,29,799"
437,Petrol,"36,606 km",1st Owner,,HR-26,Maruti Celerio VXI,2017,Maruti,"3,70,000"
438,Petrol,"38,754 km",1st Owner,MANUAL,DL-10,Honda Jazz 1.2,2017,Honda,"5,06,599"
439,Petrol,"11,146 km",1st Owner,MANUAL,DL-1C,Renault Kwid RXL,2017,Renault,"2,95,000"
440,Petrol,"91,032 km",2nd Owner,AUTOMATIC,DL-3C,Honda City S,2008,Honda,"2,51,999"
441,Petrol,"29,793 km",1st Owner,MANUAL,DL-7C,Hyundai Eon ERA,2015,Hyundai,"2,55,000"
442,Petrol,"54,799 km",1st Owner,MANUAL,DL-9C,Maruti Alto LXI,2008,Maruti,"1,17,799"
443,Petrol,"14,674 km",2nd Owner,MANUAL,DL-6C,Hyundai Elite i20,2019,Hyundai,"6,20,000"
444,Petrol,"44,579 km",1st Owner,MANUAL,HR-26,Hyundai Elite i20,2016,Hyundai,"5,42,699"
445,Petrol,"65,480 km",2nd Owner,MANUAL,DL-6C,Maruti Alto 800,2017,Maruti,"3,06,399"
446,Petrol,"71,014 km",1st Owner,MANUAL,DL-4C,Honda CRV 2.4,2011,Honda,"5,57,299"
447,Petrol,"67,235 km",2nd Owner,MANUAL,DL-8C,Volkswagen Polo TRENDLINE,2011,Volkswagen,"2,40,000"
448,Petrol,"72,299 km",1st Owner,MANUAL,HR-26,Hyundai i10 MAGNA,2011,Hyundai,"2,10,000"
449,Diesel,"56,811 km",2nd Owner,MANUAL,DL-12,Ford Ecosport 1.5TITANIUM,2014,Ford,"5,00,000"
450,Petrol,"29,501 km",1st Owner,MANUAL,HR-76,Maruti Swift VXI,2019,Maruti,"5,59,199"
451,Diesel,"67,598 km",1st Owner,MANUAL,DL-2C,Maruti Swift Dzire,2013,Maruti,"3,94,699"
452,Petrol,"24,090 km",1st Owner,MANUAL,DL-3C,Maruti Eeco 7,2019,Maruti,"4,00,999"
453,Petrol,"52,299 km",1st Owner,AUTOMATIC,HR-51,Hyundai Grand i10,2014,Hyundai,"4,12,499"
454,Petrol,"34,375 km",1st Owner,MANUAL,DL-14,Maruti Alto 800,2018,Maruti,"3,10,000"
455,Petrol,"77,639 km",1st Owner,MANUAL,DL-9C,Maruti Ritz LXI,2010,Maruti,"2,47,799"
456,Diesel,"43,476 km",1st Owner,MANUAL,UP-16,Maruti Vitara Brezza,2016,Maruti,"6,09,499"
457,Diesel,"52,409 km",1st Owner,MANUAL,DL-8C,Maruti Ertiga ZDI,2015,Maruti,"6,14,199"
458,Petrol,"69,305 km",2nd Owner,MANUAL,UP-14,Honda Jazz 1.2,2010,Honda,"2,87,099"
459,Petrol,"18,979 km",1st Owner,MANUAL,UP-16,Maruti Swift VXI,2018,Maruti,"5,97,000"
460,Petrol,"59,467 km",1st Owner,MANUAL,DL-2C,Maruti A Star,2008,Maruti,"1,87,499"
461,Petrol,"55,510 km",2nd Owner,MANUAL,DL-9C,Maruti A Star,2009,Maruti,"1,97,599"
462,Petrol,"45,202 km",1st Owner,MANUAL,HR-26,Maruti Baleno ALPHA,2016,Maruti,"5,38,099"
463,Petrol,"37,507 km",1st Owner,MANUAL,DL-10,Maruti Baleno DELTA,2017,Maruti,"5,38,099"
464,Petrol,"55,856 km",2nd Owner,MANUAL,HR-26,Honda City V,2012,Honda,"4,59,499"
465,Petrol,"58,616 km",1st Owner,MANUAL,DL-6C,Maruti Alto K10,2014,Maruti,"2,83,099"
466,Diesel,"28,932 km",1st Owner,MANUAL,DL-8C,Maruti Vitara Brezza,2018,Maruti,"8,75,000"
467,Petrol,"61,139 km",1st Owner,MANUAL,DL-3C,Nissan Terrano XL,2016,Nissan,"5,08,699"
468,Petrol,"50,045 km",1st Owner,MANUAL,HR-30,Maruti Wagon R,2017,Maruti,"3,45,799"
469,Diesel,"56,317 km",,,DL-8C,Maruti Swift Dzire,2014,Maruti,"3,67,299"
470,Petrol,"61,261 km",1st Owner,MANUAL,DL-12,Maruti Swift VXI,2014,Maruti,"3,78,299"
471,Petrol,"51,552 km",2nd Owner,MANUAL,HR-13,Renault Kwid RXL,2018,Renault,"2,50,000"
472,Petrol,"87,557 km",1st Owner,MANUAL,DL-8C,Maruti Ritz VXI,2009,Maruti,"2,06,099"
473,Diesel,"29,001 km",1st Owner,MANUAL,HR-36,Maruti Dzire VDI,2018,Maruti,"6,73,999"
474,Petrol,"62,697 km",1st Owner,MANUAL,UP-65,Hyundai i10 SPORTZ,2012,Hyundai,"2,50,000"
475,Petrol,"59,867 km",1st Owner,MANUAL,HR-51,Hyundai Grand i10,2014,Hyundai,"3,62,899"
476,Petrol,"54,899 km",1st Owner,MANUAL,DL-1C,Renault Kwid RXT,2015,Renault,"2,69,899"
477,Diesel,"62,253 km",1st Owner,MANUAL,HR-26,Ford Ecosport 1.5,2013,Ford,"3,82,899"
478,Petrol,"42,204 km",2nd Owner,MANUAL,HR-51,Maruti Baleno DELTA,2017,Maruti,"5,24,599"
479,Diesel,"68,930 km",1st Owner,MANUAL,DL-8C,Maruti Swift Dzire,2012,Maruti,"3,16,199"
480,Petrol,"24,140 km",1st Owner,MANUAL,DL-14,Maruti Swift LXI,2015,Maruti,"4,25,000"
481,Petrol,"86,423 km",1st Owner,MANUAL,DL-4C,Hyundai i10 MAGNA,2009,Hyundai,"1,65,000"
482,Diesel,"73,591 km",,,DL-1C,Hyundai Verna FLUIDIC,2013,Hyundai,"4,19,399"
483,Petrol,"40,409 km",2nd Owner,AUTOMATIC,DL-14,Maruti Alto 800,2017,Maruti,"3,00,399"
484,Petrol,"48,162 km",3rd Owner,AUTOMATIC,DL-2C,Maruti Baleno DELTA,2016,Maruti,"5,13,199"
485,Petrol,"50,475 km",1st Owner,MANUAL,DL-9C,Maruti Swift Dzire,2010,Maruti,"2,49,000"
486,Petrol,"62,613 km",1st Owner,MANUAL,UP-14,Maruti Alto LXI,2008,Maruti,"1,42,699"
487,Diesel,"41,629 km",1st Owner,MANUAL,HR-51,Maruti Vitara Brezza,2016,Maruti,"7,08,899"
488,Petrol,"68,437 km",1st Owner,MANUAL,DL-4C,Honda Brio 1.2,2014,Honda,"4,05,299"
489,Petrol,"34,305 km",1st Owner,AUTOMATIC,DL-9C,Hyundai Verna 1.6,2017,Hyundai,"8,31,699"
490,Petrol,"32,885 km",1st Owner,MANUAL,DL-1C,Maruti Baleno DELTA,2018,Maruti,"5,52,599"
491,Diesel,"68,792 km",1st Owner,MANUAL,DL-3C,Maruti Swift VDI,2017,Maruti,"4,59,599"
492,Petrol,"75,924 km",1st Owner,MANUAL,DL-3C,Hyundai i20 MAGNA,2011,Hyundai,"2,30,000"
493,Diesel,"64,991 km",1st Owner,MANUAL,DL-13,Renault Duster 85,2013,Renault,"3,49,000"
494,Petrol,"25,400 km",2nd Owner,MANUAL,DL-6C,Maruti Swift LXI,2018,Maruti,"5,25,000"
495,Petrol,"37,505 km",1st Owner,MANUAL,UP-14,Honda Jazz 1.2,2017,Honda,"6,19,999"
496,Diesel,"68,708 km",1st Owner,,DL-10,Volkswagen Polo HIGHLINE1.5L,2014,Volkswagen,"3,73,399"
497,Diesel,"25,800 km",1st Owner,MANUAL,DL-14,Maruti Vitara Brezza,2018,Maruti,"7,98,699"
498,Diesel,"42,192 km",2nd Owner,AUTOMATIC,DL-8C,Mahindra XUV500 W6,2014,Mahindra,"6,75,000"
499,Petrol,"61,924 km",1st Owner,,DL-3C,Maruti Swift LXI,2014,Maruti,"4,23,699"
500,Petrol,"59,099 km",1st Owner,MANUAL,DL-3C,Hyundai Grand i10,2014,Hyundai,"3,33,000"
501,Petrol,"62,936 km",1st Owner,MANUAL,DL-2C,Maruti Ritz VXI,2009,Maruti,"2,34,499"
502,Petrol,"19,104 km",1st Owner,MANUAL,DL-2C,Maruti S PRESSO,2020,Maruti,"4,38,299"
503,Petrol,"39,378 km",1st Owner,MANUAL,DL-10,Hyundai Santro Xing,2014,Hyundai,"2,90,000"
504,Petrol,"75,706 km",2nd Owner,MANUAL,DL-4C,Honda City V,2011,Honda,"3,35,000"
505,Petrol,"68,161 km",1st Owner,AUTOMATIC,DL-8C,Honda City V,2012,Honda,"4,78,699"
506,Diesel,"68,546 km",1st Owner,MANUAL,HR-26,Maruti Swift VDI,2013,Maruti,"3,46,299"
507,Petrol,"56,724 km",1st Owner,MANUAL,DL-9C,Maruti Wagon R,2008,Maruti,"1,46,899"
508,Petrol,"28,140 km",1st Owner,MANUAL,HR-51,Volkswagen Polo Trendline,2019,Volkswagen,"5,77,299"
509,Petrol,"70,590 km",2nd Owner,MANUAL,UP-16,Renault Kwid RXT,2015,Renault,"2,53,899"
510,Diesel,"29,749 km",1st Owner,MANUAL,DL-9C,Maruti Vitara Brezza,2016,Maruti,"7,08,199"
511,Petrol,"45,641 km",1st Owner,MANUAL,UP-14,Maruti Celerio ZXI,2017,Maruti,"4,51,899"
512,Petrol,"40,820 km",2nd Owner,MANUAL,DL-8C,Datsun Redi Go,2016,Datsun,"2,65,000"
513,Petrol,"33,770 km",1st Owner,MANUAL,HR-26,Maruti Baleno DELTA,2018,Maruti,"5,81,199"
514,Petrol,"60,460 km",1st Owner,MANUAL,DL-8C,Maruti Swift Dzire,2013,Maruti,"3,45,000"
515,Petrol,"30,905 km",1st Owner,MANUAL,UP-80,Honda Brio 1.2,2014,Honda,"3,65,000"
516,Diesel,"73,900 km",1st Owner,MANUAL,DL-5C,Maruti Swift VDI,2017,Maruti,"4,57,299"
517,Diesel,"63,669 km",1st Owner,,DL-2C,Maruti Swift VDI,2013,Maruti,"3,59,999"
518,Diesel,"73,244 km",1st Owner,MANUAL,HR-70,Hyundai Elite i20,2015,Hyundai,"6,19,599"
519,Diesel,"19,237 km",2nd Owner,,UP-16,Hyundai Creta 1.4,2017,Hyundai,"8,44,499"
520,Petrol,"12,403 km",1st Owner,MANUAL,UP-16,Maruti IGNIS ALPHA,2020,Maruti,"6,60,000"
521,Diesel,"19,776 km",1st Owner,MANUAL,DL-3C,Maruti Vitara Brezza,2017,Maruti,"8,50,000"
522,Diesel,"46,979 km",2nd Owner,AUTOMATIC,HR-26,Maruti Ciaz ZDI+,2016,Maruti,"6,83,599"
523,Petrol,"56,282 km",1st Owner,MANUAL,DL-4C,Maruti Swift VXI,2009,Maruti,"2,16,699"
524,Petrol,"56,930 km",1st Owner,MANUAL,DL-6C,Maruti Swift Dzire,2015,Maruti,"4,40,000"
525,Diesel,"53,597 km",1st Owner,,HR-26,Mercedes Benz E,2012,Mercedes,"9,74,199"
526,Diesel,"63,420 km",1st Owner,MANUAL,DL-13,Maruti Ertiga VDI,2014,Maruti,"5,04,099"
527,Petrol,"33,246 km",1st Owner,MANUAL,UP-16,Hyundai Santro Xing,2008,Hyundai,"1,38,000"
528,Petrol,"61,728 km",1st Owner,MANUAL,DL-3C,Honda Accord 2.4,2008,Honda,"3,58,999"
529,Diesel,"57,528 km",2nd Owner,MANUAL,HR-29,Maruti Baleno SIGMA,2018,Maruti,"4,95,799"
530,Diesel,"27,113 km",1st Owner,MANUAL,UP-37,Maruti Vitara Brezza,2018,Maruti,"7,54,499"
531,Petrol,"1,963 km",1st Owner,MANUAL,HR-98,Honda City ZX,2020,Honda,"13,75,000"
532,Petrol,"84,466 km",1st Owner,MANUAL,DL-9C,Hyundai Elite i20,2015,Hyundai,"4,80,999"
533,Diesel,"94,644 km",1st Owner,MANUAL,DL-8C,Maruti Swift Dzire,2012,Maruti,"3,11,899"
534,Petrol,"29,465 km",1st Owner,AUTOMATIC,DL-5C,Maruti Alto 800,2018,Maruti,"2,80,000"
535,Petrol,"51,076 km",2nd Owner,MANUAL,DL-3C,Maruti Alto 800,2015,Maruti,"2,66,999"
536,Petrol,"33,424 km",1st Owner,MANUAL,DL-9C,Maruti Alto 800,2018,Maruti,"3,18,799"
537,Diesel,"80,936 km",1st Owner,MANUAL,DL-8C,Maruti Swift ZDI,2012,Maruti,"3,16,499"
538,Diesel,"80,671 km",1st Owner,MANUAL,UP-78,Maruti Swift Dzire,2012,Maruti,"3,37,299"
539,Petrol,"66,406 km",1st Owner,MANUAL,DL-12,Hyundai Eon MAGNA,2013,Hyundai,"2,37,499"
540,Petrol,"20,444 km",1st Owner,MANUAL,PB-12,Honda Amaze 1.2,2019,Honda,"7,24,099"
541,Diesel,"32,305 km",1st Owner,AUTOMATIC,HR-51,Ford New Figo,2019,Ford,"5,40,000"
542,Diesel,"17,831 km",1st Owner,,HR-26,Maruti Vitara Brezza,2019,Maruti,"8,57,599"
543,Diesel,"62,602 km",,,DL-2C,Maruti Swift Dzire,2013,Maruti,"3,50,599"
